,Unnamed: 0,property_type,price,location,city,province_name,latitude,longitude,baths,purpose,bedrooms,date_added,agency,agent,Area_in_Marla
112990,122391,House,5000000,Gulbahar Scheme,Rawalpindi,Punjab,33.588932,73.12682099999999,0,For Sale,0,2019-07-02,Awan Real Estate,Raja waseem ahmed,3.0
112991,122394,House,10500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.498497,73.101182,4,For Sale,3,2019-07-02,VIP Properties,Ahmer Ali,5.0
112992,122395,House,12500000,GT Road,Rawalpindi,Punjab,33.495074,73.196914,0,For Sale,6,2019-07-02,Kohsar Real Estate,Syed Anwar ul Hassan,7.0
112993,122396,House,11500000,GT Road,Rawalpindi,Punjab,33.495074,73.196914,0,For Sale,4,2019-07-02,Kohsar Real Estate,Syed Anwar ul Hassan,5.0
112994,122397,House,25000000,GT Road,Rawalpindi,Punjab,33.495074,73.196914,0,For Sale,4,2019-07-02,Kohsar Real Estate,Syed Anwar ul Hassan,15.0
112995,122398,House,15000000,GT Road,Rawalpindi,Punjab,33.495074,73.196914,0,For Sale,5,2019-07-02,Kohsar Real Estate,Syed Anwar ul Hassan,10.0
112996,122399,House,18500000,GT Road,Rawalpindi,Punjab,33.495074,73.196914,0,For Sale,4,2019-07-02,Kohsar Real Estate,Syed Anwar ul Hassan,20.0
112997,122400,House,16000000,Chaklala Scheme,Rawalpindi,Punjab,33.656924,73.143826,0,For Sale,8,2019-07-02,Kohsar Real Estate,Syed Anwar ul Hassan,11.0
112998,122401,House,17500000,Media Town,Rawalpindi,Punjab,33.560887,73.125937,0,For Sale,3,2019-07-02,Kohsar Real Estate,Syed Anwar ul Hassan,10.0
112999,122402,House,25000000,Media Town,Rawalpindi,Punjab,33.560887,73.125937,0,For Sale,5,2019-07-02,Kohsar Real Estate,Syed Anwar ul Hassan,20.0
113000,122403,House,17500000,Gulraiz Housing Scheme,Rawalpindi,Punjab,33.5628,73.10714399999999,0,For Sale,4,2019-07-02,Kohsar Real Estate,Syed Anwar ul Hassan,10.0
113001,122404,House,22500000,Gulraiz Housing Scheme,Rawalpindi,Punjab,33.5628,73.10714399999999,0,For Sale,7,2019-07-02,Kohsar Real Estate,Syed Anwar ul Hassan,20.0
113002,122405,House,28000000,Gulraiz Housing Scheme,Rawalpindi,Punjab,33.5628,73.10714399999999,0,For Sale,3,2019-07-02,Kohsar Real Estate,Syed Anwar ul Hassan,12.0
